Hierarchical_Cluster,average_return,average_volatility,average_volume_to_market_cap,latest_market_cap,latest_market_cap_rank,return_30d,return_90d
0,-0.0012176508006209348,0.02149178416432898,0.10459469441217355,242047081248.83813,4.5,-0.017828947141499376,-0.10905348962521891
1,0.006812872441361174,0.1360051590562163,0.0249298271032905,17304979667.464607,9.5,0.003640041528945645,0.21084211804268013
