KMeans_Cluster,average_return,average_volatility,average_volume_to_market_cap,latest_market_cap,latest_market_cap_rank,return_30d,return_90d
0,0.004493402892539172,0.09550230434060653,0.024048933255370972,21781097851.23276,9.0,0.006501024825761118,0.13726549812220473
1,-0.0013708100285518066,0.022491096915034977,0.11635291567683663,272234759395.99088,4.0,-0.022122081221626726,-0.12322002504042931
